name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Tata Manza Club Class Quadrajet90 VX,2013,170000,60400,Diesel,Individual,Manual,First Owner,12,Tata,5033.333333333333
Hyundai Verna CRDi,2008,150000,70950,Diesel,Individual,Manual,Second Owner,17,Hyundai,4173.529411764706
Hyundai Xcent 1.1 CRDi Base,2015,375000,72000,Diesel,Individual,Manual,First Owner,10,Hyundai,7200.0
Maruti Swift VDI,2013,390000,90000,Diesel,Individual,Manual,First Owner,12,Maruti,7500.0
Hyundai i20 Active 1.2 S,2017,600000,10000,Petrol,Individual,Manual,First Owner,8,Hyundai,1250.0
Maruti Alto 800 LXI,2014,204999,25000,Petrol,Individual,Manual,Second Owner,11,Maruti,2272.7272727272725
Hyundai Verna CRDi,2009,270000,80000,Diesel,Individual,Manual,Second Owner,16,Hyundai,5000.0
Hyundai Grand i10 Sportz,2017,375000,10000,Petrol,Individual,Manual,First Owner,8,Hyundai,1250.0
Maruti Baleno Zeta,2020,700000,1100,Petrol,Individual,Manual,First Owner,5,Maruti,220.0
Maruti Swift VXI Deca,2017,455000,40000,Petrol,Individual,Manual,First Owner,8,Maruti,5000.0
Hyundai i10 Sportz 1.1L,2017,375000,10000,Petrol,Individual,Manual,First Owner,8,Hyundai,1250.0
Hyundai Grand i10 Asta,2014,341000,31491,Petrol,Individual,Manual,First Owner,11,Hyundai,2862.818181818182
Maruti Swift Dzire VDI,2014,200000,107143,Diesel,Individual,Manual,Second Owner,11,Maruti,9740.272727272728
Maruti Ignis 1.2 AMT Delta BSIV,2017,450000,15000,Petrol,Individual,Automatic,First Owner,8,Maruti,1875.0
Hyundai Santro Xing GL Plus,2012,170000,50000,Petrol,Individual,Manual,Second Owner,13,Hyundai,3846.153846153846
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1900000,100000,Diesel,Individual,Manual,First Owner,8,Toyota,12500.0
Mahindra Bolero Power Plus LX,2016,500000,60000,Diesel,Individual,Manual,First Owner,9,Mahindra,6666.666666666667
Maruti Vitara Brezza ZDi Plus,2016,819999,85000,Diesel,Individual,Manual,First Owner,9,Maruti,9444.444444444445
Maruti Swift 1.2 DLX,2014,351000,40000,Petrol,Individual,Manual,Second Owner,11,Maruti,3636.3636363636365
Hyundai i10 Magna 1.2 iTech SE,2011,195000,80000,Petrol,Individual,Manual,Second Owner,14,Hyundai,5714.285714285715
Maruti Swift Dzire VDi,2008,250000,82000,Diesel,Individual,Manual,Second Owner,17,Maruti,4823.529411764706
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,70000,Petrol,Individual,Manual,Second Owner,17,Maruti,4117.64705882353
Maruti A-Star Vxi,2009,180000,70000,Petrol,Individual,Manual,Third Owner,16,Maruti,4375.0
Mahindra KUV 100 mFALCON D75 K6,2016,430000,20000,Diesel,Individual,Manual,First Owner,9,Mahindra,2222.222222222222
Tata Nano Cx BSIV,2012,75000,35000,Petrol,Individual,Manual,Second Owner,13,Tata,2692.3076923076924
Mahindra Xylo D4,2017,750000,80000,Diesel,Individual,Manual,First Owner,8,Mahindra,10000.0
Tata Nano Lx,2011,60000,40000,Petrol,Individual,Manual,First Owner,14,Tata,2857.1428571428573
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1500000,46412,Diesel,Individual,Manual,First Owner,10,Toyota,4641.2
Mahindra Bolero SLX 2WD BSIII,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner,14,Mahindra,10714.285714285714
Mahindra TUV 300 T4,2016,630000,50000,Diesel,Individual,Manual,First Owner,9,Mahindra,5555.555555555556
Tata Safari Storme VX Varicor 400,2018,1085000,15000,Diesel,Individual,Manual,First Owner,7,Tata,2142.8571428571427
Hyundai i10 Magna 1.2 iTech SE,2012,190000,60000,Petrol,Individual,Manual,Second Owner,13,Hyundai,4615.384615384615
Maruti Baleno Delta Automatic,2018,550000,25000,Petrol,Individual,Automatic,First Owner,7,Maruti,3571.4285714285716
Maruti Alto 800 LXI,2012,200000,90000,Petrol,Individual,Manual,Third Owner,13,Maruti,6923.076923076923
Chevrolet Spark 1.0 LT,2011,165000,60000,Petrol,Individual,Manual,First Owner,14,Chevrolet,4285.714285714285
Ford Figo Diesel Celebration Edition,2013,260000,65000,Diesel,Individual,Manual,First Owner,12,Ford,5416.666666666667
Maruti Alto LX,2011,151000,40000,Petrol,Individual,Manual,First Owner,14,Maruti,2857.1428571428573
Maruti Vitara Brezza VDi,2018,780000,50000,Diesel,Individual,Manual,First Owner,7,Maruti,7142.857142857143
Tata Indica Vista Quadrajet LX,2012,175000,80000,Diesel,Individual,Manual,Third Owner,13,Tata,6153.846153846154
Tata Indica Vista TDI LS,2010,170000,107500,Diesel,Dealer,Manual,First Owner,15,Tata,7166.666666666667
Tata Indica Vista TDI LS,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,12,Tata,11250.0
Maruti Alto LXi,2007,90000,43826,Petrol,Dealer,Manual,Second Owner,18,Maruti,2434.777777777778
Hyundai i20 Active S Petrol,2016,535000,55838,Petrol,Dealer,Manual,First Owner,9,Hyundai,6204.222222222223
Maruti Swift VDI BSIV,2007,195000,112880,Diesel,Dealer,Manual,First Owner,18,Maruti,6271.111111111111
Tata Indica Vista Terra Quadrajet 1.3L,2011,140000,90000,Diesel,Individual,Manual,Third Owner,14,Tata,6428.571428571428
Nissan Sunny XL,2012,350000,40000,Petrol,Individual,Manual,First Owner,13,Nissan,3076.923076923077
Hyundai Verna 1.6 SX VTVT (O),2013,425000,66000,Petrol,Individual,Manual,First Owner,12,Hyundai,5500.0
Renault KWID 1.0 RXT Optional,2017,300000,30300,Petrol,Individual,Manual,First Owner,8,Renault,3787.5
Volkswagen Vento Diesel Style Limited Edition,2013,340000,85000,Diesel,Individual,Manual,Second Owner,12,Volkswagen,7083.333333333333
Maruti Swift Dzire VXi,2009,250000,80659,Petrol,Dealer,Manual,First Owner,16,Maruti,5041.1875
Chevrolet Aveo 1.4 LS,2008,170000,81324,Petrol,Dealer,Manual,First Owner,17,Chevrolet,4783.764705882353
Honda Amaze S i-Dtech,2013,315000,127884,Diesel,Dealer,Manual,First Owner,12,Honda,10657.0
Chevrolet Beat PS,2015,200000,50000,Petrol,Individual,Manual,First Owner,10,Chevrolet,5000.0
Chevrolet Beat PS,2016,300000,25000,Petrol,Individual,Manual,First Owner,9,Chevrolet,2777.777777777778
Honda Amaze S i-Dtech,2015,300000,66755,Diesel,Dealer,Manual,First Owner,10,Honda,6675.5
Honda City E,2013,380000,123084,Petrol,Dealer,Manual,First Owner,12,Honda,10257.0
Maruti Swift VXI BSIII,2009,250000,806599,Petrol,Dealer,Manual,First Owner,16,Maruti,50412.4375
Honda Amaze S i-Dtech,2013,310000,95851,Diesel,Dealer,Manual,First Owner,12,Honda,7987.583333333333
Maruti Wagon R VXI Minor ABS,2010,260000,50000,Petrol,Individual,Manual,First Owner,15,Maruti,3333.3333333333335
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,50000,Petrol,Individual,Manual,Second Owner,17,Maruti,2941.176470588235
Maruti Esteem Vxi - BSIII,2006,85000,60000,Petrol,Individual,Manual,Second Owner,19,Maruti,3157.8947368421054
Maruti Alto 800 LXI,2015,280000,15000,Petrol,Individual,Manual,Second Owner,10,Maruti,1500.0
Mahindra Xylo H4 ABS,2016,850000,40000,Diesel,Individual,Manual,First Owner,9,Mahindra,4444.444444444444
Datsun GO Plus T Option BSIV,2017,375000,20000,Petrol,Individual,Manual,Second Owner,8,Datsun,2500.0
Hyundai Elantra CRDi (Leather Option),2006,125000,120000,Diesel,Individual,Manual,Third Owner,19,Hyundai,6315.789473684211
Chevrolet Beat Diesel LT,2012,250000,110000,Diesel,Individual,Manual,First Owner,13,Chevrolet,8461.538461538461
Toyota Corolla Altis D-4D J,2014,715000,234000,Diesel,Individual,Manual,First Owner,11,Toyota,21272.727272727272
Hyundai i20 1.4 CRDi Era,2011,220000,70000,Diesel,Individual,Manual,First Owner,14,Hyundai,5000.0
Tata Indica Vista Aqua 1.3 Quadrajet,2010,110000,110000,Diesel,Individual,Manual,Second Owner,15,Tata,7333.333333333333
Hyundai Verna XXi (Petrol),2007,150000,84000,Petrol,Individual,Manual,Second Owner,18,Hyundai,4666.666666666667
Nissan Sunny Diesel XV,2012,300000,170000,Diesel,Individual,Manual,First Owner,13,Nissan,13076.923076923076
Datsun RediGO T Option,2017,220000,40000,Petrol,Individual,Manual,First Owner,8,Datsun,5000.0
Maruti Wagon R LX,2006,75000,96000,Petrol,Individual,Manual,Second Owner,19,Maruti,5052.631578947368
Tata Indigo LS,2009,100000,20000,Diesel,Individual,Manual,First Owner,16,Tata,1250.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,380000,15000,Petrol,Individual,Manual,First Owner,9,Ford,1666.6666666666667
Hyundai Santro Xing XK (Non-AC),2007,100000,50000,Petrol,Individual,Manual,First Owner,18,Hyundai,2777.777777777778
Volkswagen Passat 1.8 TSI MT,2010,480000,80000,Petrol,Individual,Manual,Second Owner,15,Volkswagen,5333.333333333333
Toyota Etios GD,2012,300000,124000,Diesel,Individual,Manual,First Owner,13,Toyota,9538.461538461539
Chevrolet Beat Diesel LS,2013,190000,70000,Diesel,Individual,Manual,First Owner,12,Chevrolet,5833.333333333333
Ford Figo Diesel LXI,2012,190000,130000,Diesel,Individual,Manual,Second Owner,13,Ford,10000.0
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000,19014,Petrol,Dealer,Manual,First Owner,8,Ford,2376.75
Toyota Corolla Executive (HE),2009,300000,23262,Petrol,Dealer,Manual,First Owner,16,Toyota,1453.875
Ford Freestyle Titanium Diesel BSIV,2016,700000,29600,Diesel,Dealer,Manual,First Owner,9,Ford,3288.8888888888887
Hyundai i10 Sportz 1.1L,2015,310000,35925,Petrol,Dealer,Manual,First Owner,10,Hyundai,3592.5
Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,Petrol,Individual,Manual,First Owner,7,Maruti,1714.2857142857142
Toyota Etios V,2013,415000,40771,Petrol,Dealer,Manual,First Owner,12,Toyota,3397.5833333333335
Maruti Celerio VXI AT,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner,10,Maruti,3050.0
Toyota Etios Liva 1.2 G,2014,430000,42000,Petrol,Dealer,Manual,Second Owner,11,Toyota,3818.181818181818
Toyota Corolla H6,2007,215000,55800,Petrol,Dealer,Manual,Second Owner,18,Toyota,3100.0
Renault Duster RXL AWD,2014,550000,66569,Diesel,Dealer,Manual,First Owner,11,Renault,6051.727272727273
Volkswagen Polo 1.5 TDI Trendline,2014,415000,81358,Diesel,Dealer,Manual,First Owner,11,Volkswagen,7396.181818181818
Volkswagen Polo 1.5 TDI Comfortline,2015,450000,82695,Diesel,Dealer,Manual,First Owner,10,Volkswagen,8269.5
Ford Figo Diesel EXI,2014,285000,68293,Diesel,Dealer,Manual,Second Owner,11,Ford,6208.454545454545
Honda Jazz VX CVT,2016,580000,32000,Petrol,Dealer,Automatic,First Owner,9,Honda,3555.5555555555557
Maruti Swift Dzire Tour LDI,2014,300000,190621,Diesel,Dealer,Manual,First Owner,11,Maruti,17329.18181818182
Hyundai Verna CRDi 1.6 SX Option,2018,1200000,60000,Diesel,Individual,Manual,First Owner,7,Hyundai,8571.42857142857
Maruti 800 Std MPFi,2006,78000,64700,Petrol,Individual,Manual,First Owner,19,Maruti,3405.2631578947367
Tata Zest Quadrajet 1.3 75PS XE,2016,400000,88470,Diesel,Individual,Manual,First Owner,9,Tata,9830.0
Hyundai Verna 1.6 CRDI SX Option,2016,850000,75000,Diesel,Individual,Manual,First Owner,9,Hyundai,8333.333333333334
Volkswagen Vento Diesel Highline,2013,450000,120000,Diesel,Individual,Manual,Second Owner,12,Volkswagen,10000.0
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,2500000,35000,Diesel,Individual,Automatic,First Owner,13,Mercedes-Benz,2692.3076923076924
Toyota Etios 1.4 VXD,2017,780000,70000,Diesel,Individual,Manual,First Owner,8,Toyota,8750.0
Toyota Fortuner 2.8 2WD AT BSIV,2017,3200000,57000,Diesel,Individual,Automatic,First Owner,8,Toyota,7125.0
Maruti Alto 800 VXI,2020,350000,1000,Petrol,Individual,Manual,First Owner,5,Maruti,200.0
Mahindra Quanto C6,2013,285000,120000,Diesel,Individual,Manual,Second Owner,12,Mahindra,10000.0
Volkswagen Vento 1.5 TDI Highline,2015,525000,98000,Diesel,Dealer,Manual,First Owner,10,Volkswagen,9800.0
Maruti Ciaz ZDi,2014,550000,90000,Diesel,Dealer,Manual,Second Owner,11,Maruti,8181.818181818182
Volkswagen Ameo 1.5 TDI Comfortline,2018,580000,70000,Diesel,Individual,Manual,First Owner,7,Volkswagen,10000.0
Tata Nano CX SE,2013,75000,25000,Petrol,Individual,Manual,Third Owner,12,Tata,2083.3333333333335
Tata Manza Aura Quadrajet,2009,185000,60000,Diesel,Individual,Manual,Third Owner,16,Tata,3750.0
Maruti Omni E 8 Str STD,2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner,18,Maruti,5000.0
Honda City 1.5 EXI,2004,180000,200000,Petrol,Individual,Manual,Second Owner,21,Honda,9523.809523809523
Volkswagen Polo Diesel Comfortline 1.2L,2010,350000,110000,Diesel,Individual,Manual,Second Owner,15,Volkswagen,7333.333333333333
Chevrolet Optra 1.6 LS,2005,60000,126000,Petrol,Individual,Manual,Second Owner,20,Chevrolet,6300.0
Mahindra TUV 300 T10,2018,695000,70000,Diesel,Individual,Manual,First Owner,7,Mahindra,10000.0
Mahindra Alturas G4 4X2 AT BSIV,2019,2700000,5000,Diesel,Individual,Automatic,First Owner,6,Mahindra,833.3333333333334
Maruti Zen Estilo LX BSIII,2007,135000,74183,Petrol,Individual,Manual,Second Owner,18,Maruti,4121.277777777777
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,640000,70000,Diesel,Individual,Manual,Second Owner,10,Mahindra,7000.0
Maruti Alto 800 VXI,2014,160000,90000,Petrol,Individual,Manual,First Owner,11,Maruti,8181.818181818182
Tata Indica LXI,2004,80000,46000,Petrol,Individual,Manual,Second Owner,21,Tata,2190.4761904761904
Maruti Swift Dzire VDI,2013,340000,110000,Diesel,Individual,Manual,Second Owner,12,Maruti,9166.666666666666
Maruti Ritz VDi,2012,110000,80000,Diesel,Individual,Manual,Second Owner,13,Maruti,6153.846153846154
Tata Sumo Gold EX,2013,250000,90000,Diesel,Individual,Manual,Second Owner,12,Tata,7500.0
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1300000,70000,Diesel,Individual,Manual,First Owner,8,Toyota,8750.0
Mahindra Quanto C6,2014,250000,1,Diesel,Individual,Manual,Second Owner,11,Mahindra,0.09090909090909091
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,450000,192000,Diesel,Individual,Manual,First Owner,16,Toyota,12000.0
Maruti Wagon R LX Minor,2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner,12,Maruti,5833.333333333333
Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Individual,Manual,Second Owner,18,Mahindra,6666.666666666667
Maruti Wagon R VXI Optional,2015,275000,60000,Petrol,Individual,Manual,Second Owner,10,Maruti,6000.0
Tata Sumo Victa CX 7/9 Str BSII,2012,320000,120000,Diesel,Individual,Manual,Second Owner,13,Tata,9230.76923076923
Maruti Alto LX BSIII,2008,75000,120000,Petrol,Individual,Manual,First Owner,17,Maruti,7058.823529411765
Tata Indica GLS BS IV,2007,85000,50000,Petrol,Individual,Manual,Second Owner,18,Tata,2777.777777777778
Tata Indica Vista Aqua TDI BSIII,2009,90000,120000,Diesel,Individual,Manual,First Owner,16,Tata,7500.0
Maruti Wagon R LXI Minor,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18,Maruti,4444.444444444444
Mahindra Scorpio M2DI,2008,350000,80000,Diesel,Individual,Manual,Second Owner,17,Mahindra,4705.882352941177
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000,100000,Diesel,Individual,Automatic,Second Owner,16,Skoda,6250.0
Maruti Swift VXI,2020,619000,1500,Petrol,Individual,Manual,First Owner,5,Maruti,300.0
Jeep Compass 2.0 Longitude Option BSIV,2018,1700000,50000,Diesel,Individual,Manual,First Owner,7,Jeep,7142.857142857143
Tata Indica DL,2006,55000,100000,Diesel,Individual,Manual,Second Owner,19,Tata,5263.1578947368425
Ford Fiesta 1.6 ZXi Leather,2006,95000,83411,Petrol,Individual,Manual,First Owner,19,Ford,4390.0526315789475
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Second Owner,14,Volkswagen,8571.42857142857
Ford Fiesta 1.6 ZXi Leather,2006,81000,83411,Petrol,Individual,Manual,First Owner,19,Ford,4390.0526315789475
Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner,10,Skoda,8000.0
Maruti Ertiga VDI,2019,925000,50000,Diesel,Individual,Manual,First Owner,6,Maruti,8333.333333333334
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,450000,40000,Diesel,Individual,Manual,First Owner,10,Mahindra,4000.0
Mahindra Scorpio EX,2014,600000,13270,Diesel,Individual,Manual,First Owner,11,Mahindra,1206.3636363636363
Hyundai Santro Xing XL AT eRLX Euro III,2006,85000,100000,Petrol,Individual,Automatic,Third Owner,19,Hyundai,5263.1578947368425
Mahindra Thar DI 4X4 PS,2016,700000,50000,Diesel,Individual,Manual,First Owner,9,Mahindra,5555.555555555556
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,486000,26500,Petrol,Individual,Manual,First Owner,8,Hyundai,3312.5
Maruti Swift VDI,2013,400000,90000,Diesel,Individual,Manual,First Owner,12,Maruti,7500.0
Ford Fiesta 1.4 Duratec ZXI,2008,120000,100000,Petrol,Individual,Manual,Third Owner,17,Ford,5882.35294117647
Maruti Alto 800 LXI,2018,275000,35000,Petrol,Individual,Manual,First Owner,7,Maruti,5000.0
Hyundai i20 Asta Option 1.4 CRDi,2016,580000,57000,Diesel,Individual,Manual,First Owner,9,Hyundai,6333.333333333333
Maruti Swift Dzire LXI,2015,375000,70000,Petrol,Individual,Manual,First Owner,10,Maruti,7000.0
Maruti Wagon R VXI BS IV with ABS,2015,229999,100000,Petrol,Individual,Manual,Third Owner,10,Maruti,10000.0
Maruti Alto LX,2010,110000,88000,Petrol,Individual,Manual,Second Owner,15,Maruti,5866.666666666667
Maruti Swift Dzire VDI,2017,600000,60000,Diesel,Individual,Manual,First Owner,8,Maruti,7500.0
Maruti A-Star Vxi,2009,120000,76000,Petrol,Individual,Manual,Second Owner,16,Maruti,4750.0
Ford Figo Diesel Titanium,2010,200000,100000,Diesel,Individual,Manual,Second Owner,15,Ford,6666.666666666667
Hyundai Verna 1.6 SX CRDi (O),2012,450000,110000,Diesel,Individual,Manual,Second Owner,13,Hyundai,8461.538461538461
Hyundai Verna 1.6 SX CRDi (O),2012,550000,80000,Diesel,Individual,Manual,Second Owner,13,Hyundai,6153.846153846154
Maruti Alto LX,2012,220000,80000,Petrol,Individual,Manual,Second Owner,13,Maruti,6153.846153846154
Maruti 800 EX,2001,40000,30000,Petrol,Individual,Manual,First Owner,24,Maruti,1250.0
Renault KWID Climber 1.0 AMT,2017,300000,20000,Petrol,Individual,Automatic,First Owner,8,Renault,2500.0
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,7,Mahindra,5714.285714285715
Maruti Swift Dzire VDI,2017,610000,40000,Diesel,Individual,Manual,Second Owner,8,Maruti,5000.0
Hyundai Xcent 1.2 VTVT S,2019,660000,7000,Petrol,Individual,Manual,Second Owner,6,Hyundai,1166.6666666666667
Maruti Wagon R LXI LPG BSIV,2012,220000,80000,LPG,Individual,Manual,Second Owner,13,Maruti,6153.846153846154
Nissan Micra Diesel XV Premium,2011,138000,90000,Diesel,Individual,Manual,Second Owner,14,Nissan,6428.571428571428
Nissan Micra Diesel XV Premium,2013,210000,13770,Diesel,Individual,Manual,First Owner,12,Nissan,1147.5
Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Dealer,Manual,First Owner,20,Maruti,1700.0
Maruti Alto LXi BSIII,2008,125000,102000,Petrol,Dealer,Manual,First Owner,17,Maruti,6000.0
Honda City i DTEC SV,2014,725000,110000,Diesel,Individual,Manual,First Owner,11,Honda,10000.0
Maruti Alto K10 2010-2014 VXI,2011,170000,90000,Petrol,Individual,Manual,Second Owner,14,Maruti,6428.571428571428
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,70000,Diesel,Individual,Manual,Third Owner,10,Toyota,7000.0
Maruti Wagon R VXI BSIII,2003,70000,90000,Petrol,Individual,Manual,Second Owner,22,Maruti,4090.909090909091
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,Second Owner,18,Maruti,3888.8888888888887
Honda Civic 1.8 (E) MT,2006,300000,80000,Petrol,Individual,Manual,Second Owner,19,Honda,4210.526315789473
Maruti Swift VDI,2013,450000,100000,Diesel,Individual,Manual,Second Owner,12,Maruti,8333.333333333334
Maruti Swift Dzire VDI,2015,530000,100000,Diesel,Individual,Manual,First Owner,10,Maruti,10000.0
Maruti Zen Estilo 1.1 LXI BSIII,2007,100000,143000,Petrol,Individual,Manual,Third Owner,18,Maruti,7944.444444444444
Honda City 1.5 V MT,2010,350000,115000,Petrol,Individual,Manual,Second Owner,15,Honda,7666.666666666667
Tata Manza ELAN Quadrajet BS IV,2011,165000,100000,Diesel,Individual,Manual,Second Owner,14,Tata,7142.857142857143
Maruti Swift Dzire ZDI,2019,475000,120000,Diesel,Individual,Manual,Second Owner,6,Maruti,20000.0
Mahindra Xylo E4 ABS BS IV,2013,350000,42000,Diesel,Individual,Manual,First Owner,12,Mahindra,3500.0
Renault KWID RXL,2016,229999,38000,Petrol,Individual,Manual,First Owner,9,Renault,4222.222222222223
Honda WR-V i-DTEC VX,2018,800000,35000,Diesel,Individual,Manual,First Owner,7,Honda,5000.0
Maruti Swift Dzire ZDI,2014,475000,120000,Diesel,Individual,Manual,Second Owner,11,Maruti,10909.09090909091
Nissan Terrano XL 110 PS,2014,425000,136906,Diesel,Individual,Manual,First Owner,11,Nissan,12446.0
Maruti Ciaz VDi Plus,2015,660000,97000,Diesel,Individual,Manual,Second Owner,10,Maruti,9700.0
Honda Amaze S CVT Petrol,2019,610000,10000,Petrol,Individual,Automatic,First Owner,6,Honda,1666.6666666666667
Honda Brio S MT,2013,240000,50000,Petrol,Individual,Manual,Third Owner,12,Honda,4166.666666666667
Maruti Esteem Lxi,2005,70000,60000,Petrol,Individual,Manual,Second Owner,20,Maruti,3000.0
Toyota Corolla Altis Diesel D4DGL,2011,550000,120000,Diesel,Individual,Manual,First Owner,14,Toyota,8571.42857142857
Tata Indica Vista Aura 1.2 Safire,2010,100000,120000,Petrol,Individual,Manual,Second Owner,15,Tata,8000.0
Mahindra Bolero SLE,2010,350000,90000,Diesel,Individual,Manual,Second Owner,15,Mahindra,6000.0
Hyundai EON Era Plus,2013,200000,120000,Petrol,Individual,Manual,First Owner,12,Hyundai,10000.0
Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner,6,Hyundai,500.0
Maruti Ritz VDi,2014,350000,133000,Diesel,Individual,Manual,First Owner,11,Maruti,12090.90909090909
Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner,9,Maruti,2777.777777777778
Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner,8,Hyundai,4375.0
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner,10,Maruti,7000.0
Maruti Alto 800 LXI,2016,210000,52000,Petrol,Individual,Manual,First Owner,9,Maruti,5777.777777777777
Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,First Owner,7,Hyundai,7428.571428571428
Honda Jazz 1.5 E i DTEC,2017,700000,39000,Diesel,Individual,Manual,First Owner,8,Honda,4875.0
Tata Indica Vista Quadrajet VX,2011,200000,28689,Diesel,Individual,Manual,First Owner,14,Tata,2049.214285714286
Tata Aria Pure LX 4x2,2014,495000,90000,Diesel,Individual,Manual,Second Owner,11,Tata,8181.818181818182
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner,11,Ford,7302.0
Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Individual,Manual,First Owner,6,Ford,1333.3333333333333
Mahindra Jeep MM 775 XDB,2000,155000,50000,Diesel,Individual,Manual,Second Owner,25,Mahindra,2000.0
Maruti 800 AC BSIII,2007,75000,90000,Petrol,Individual,Manual,Second Owner,18,Maruti,5000.0
Hyundai Grand i10 1.2 CRDi Magna,2015,350000,61658,Diesel,Dealer,Manual,First Owner,10,Hyundai,6165.8
Maruti Zen Estilo LX BSIV,2010,90000,50000,Petrol,Individual,Manual,Third Owner,15,Maruti,3333.3333333333335
Maruti Ertiga SHVS VDI,2016,600000,80000,Diesel,Individual,Manual,First Owner,9,Maruti,8888.888888888889
Mahindra Scorpio SLE BSIII,2010,400000,185000,Diesel,Individual,Manual,First Owner,15,Mahindra,12333.333333333334
Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Individual,Manual,Second Owner,11,Maruti,5181.818181818182
Maruti 800 DX,2000,50000,60000,Petrol,Individual,Manual,First Owner,25,Maruti,2400.0
Honda City 1.5 GXI,2004,125000,120000,Petrol,Individual,Manual,Second Owner,21,Honda,5714.285714285715
Honda CR-V Diesel 4WD,2018,1800000,26000,Diesel,Individual,Automatic,First Owner,7,Honda,3714.285714285714
Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Individual,Automatic,First Owner,6,Hyundai,3333.3333333333335
Maruti Ertiga BSIV VXI AT,2017,800000,30600,Petrol,Individual,Automatic,First Owner,8,Maruti,3825.0
Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Individual,Manual,First Owner,5,Volkswagen,1000.0
Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner,10,Audi,3500.0
Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,Diesel,Individual,Manual,First Owner,9,Hyundai,3888.8888888888887
Hyundai Verna 1.6 SX VTVT,2017,650000,23000,Petrol,Individual,Manual,First Owner,8,Hyundai,2875.0
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,120000,Diesel,Individual,Manual,First Owner,21,Mahindra,5714.285714285715
Skoda Superb Elegance 2.0 TDI CR AT,2011,450000,235000,Diesel,Individual,Automatic,First Owner,14,Skoda,16785.714285714286
Maruti Alto 800 LXI,2013,250000,87000,Petrol,Individual,Manual,First Owner,12,Maruti,7250.0
Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner,11,Ford,6545.454545454545
Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner,12,Jaguar,5333.333333333333
Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Individual,Manual,Second Owner,18,Maruti,5555.555555555556
Chevrolet Beat LT,2012,155000,12000,Petrol,Individual,Manual,First Owner,13,Chevrolet,923.0769230769231
Hyundai Accent Executive,2010,120000,67000,Petrol,Individual,Manual,Third Owner,15,Hyundai,4466.666666666667
Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Individual,Manual,First Owner,13,Toyota,5384.615384615385
Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Individual,Manual,First Owner,9,Maruti,6666.666666666667
